fecha,item,hora,concepto,monto,responsable
2023-09-29 00:00:00,1,1899-12-30 10:00:00,cortar pasto,5000,claudia
2023-09-29 00:00:00,2,1899-12-30 16:15:00,RETIRO,40000,CLAUDIA
2023-10-03 00:00:00,1,1899-12-30 17:30:00,RETIRO,20000,CLAUDIA
2023-10-04 00:00:00,1,1899-12-30 14:57:00,retiro,20000,claudia
2023-10-04 00:00:00,2,1899-12-30 18:00:00,retiro,20000,julia
2023-10-12 00:00:00,1,1899-12-30 15:00:00,pedro ,10000,claudia
2023-10-17 00:00:00,1,1899-12-30 17:10:00,retioro,20000,claudia
2023-10-19 00:00:00,1,1899-12-30 14:20:00,flete,10000,claudia
2023-10-30 00:00:00,1,1899-12-30 16:20:00,huevos,30000,claudia
2023-10-31 00:00:00,1,1899-12-30 14:00:00,flete,10000,claudia
2023-11-03 00:00:00,1,1899-12-30 14:45:00,flete,5000,claudia
2023-11-08 00:00:00,1,1899-12-30 15:11:00,flete,20000,claudia
2023-11-09 00:00:00,1,1899-12-30 14:20:00,retiro,30000,claudia
2023-11-14 00:00:00,1,1899-12-30 15:30:00,retiro,20000,claudia
2023-11-20 00:00:00,1,1899-12-30 13:10:00,retiro,60000,claudia
2023-11-23 00:00:00,1,1899-12-30 16:15:00,retiro,10000,
2023-11-29 00:00:00,1,1899-12-30 14:10:00,flete,5000,claudia
2023-12-04 00:00:00,1,1899-12-30 13:40:00,flete,5000,claudia
2023-12-04 00:00:00,2,1899-12-30 18:15:00,retiro,30000,claudia
2023-12-06 00:00:00,1,1899-12-30 14:55:00,flete,10000,claudia
2023-12-07 00:00:00,1,1899-12-30 14:52:00,flete,5000,julia
2023-12-11 00:00:00,1,1899-12-30 15:30:00,FLETE,5000,CLAUDIA
2023-12-11 00:00:00,2,1899-12-30 17:30:00,CORTA PASTO,3000,CLAUDIA
2023-12-15 00:00:00,1,1899-12-30 13:40:00,tazon julia,5000,claudia
2024-01-09 00:00:00,1,1899-12-30 15:12:00,retiro,40000,julia
2024-01-11 00:00:00,1,1899-12-30 13:40:00,retiro,60000,claudia
2024-01-15 00:00:00,1,1899-12-30 15:30:00,flete,5000,claudia
2024-01-17 00:00:00,1,1899-12-30 11:53:00,retiro,100000,claudia
2024-01-17 00:00:00,2,1899-12-30 14:50:00,retiro,200000,claudia
2024-01-18 00:00:00,1,1899-12-30 14:10:00,flete,15000,claudia
2024-01-18 00:00:00,2,1899-12-30 17:50:00,RETIRO,30000,CLAUDIA
2024-01-19 00:00:00,1,1899-12-30 12:30:00,retiro,280000,claudia
2024-01-19 00:00:00,2,1899-12-30 13:30:00,retiro,100000,claudia
2024-01-22 00:00:00,1,1899-12-30 14:40:00,retiro,90000,claudia
2024-01-22 00:00:00,2,1899-12-30 17:20:00,RETIRO,100000,CLAUDIA
2024-01-23 00:00:00,1,1899-12-30 14:40:00,retiro,40000,claudia
2024-01-24 00:00:00,1,1899-12-30 11:50:00,retiro,80000,claudia
2024-01-25 00:00:00,1,1899-12-30 12:40:00,RETIRO,250000,CLAUDIA
2024-01-29 00:00:00,1,1899-12-30 17:40:00,RETIRO,40000,CLAUDIA
2024-01-30 00:00:00,1,1899-12-30 11:00:00,RETIRO,80000,CLAUDIA
2024-01-30 00:00:00,2,1899-12-30 17:40:00,RETIRO,80000,CLAUDIA
2024-01-31 00:00:00,1,1899-12-30 13:40:00,flete,10000,claudia
2024-02-01 00:00:00,1,1899-12-30 15:30:00,retiro,210000,claudia
2024-02-01 00:00:00,2,1899-12-30 15:45:00,retiro,40000,claudia
2024-02-02 00:00:00,1,1899-12-30 12:30:00,retiro,50000,claudia
2024-02-02 00:00:00,2,1899-12-30 14:00:00,flete,5000,claudia
2024-02-02 00:00:00,3,1899-12-30 18:00:00,RETIRO,30000,CLAUDIA
2024-02-06 00:00:00,1,1899-12-30 15:30:00,FLETE,5000,CLAUDIA
2024-02-06 00:00:00,2,1899-12-30 18:00:00,RETIRO,100000,CLAUDIA
2024-02-07 00:00:00,1,1899-12-30 14:30:00,retiro,140000,claudia
2024-02-07 00:00:00,2,1899-12-30 18:00:00,RETIRO,50000,CLAUDIA
2024-02-08 00:00:00,1,1899-12-30 15:30:00,flete,25000,claudia
2024-02-08 00:00:00,2,1899-12-30 18:00:00,retiro,100000,claudia
2024-02-09 00:00:00,1,1899-12-30 17:40:00,RETIRO,130000,CLAUDIA
2024-02-12 00:00:00,1,1899-12-30 10:40:00,retiro,100000,claudia
2024-02-12 00:00:00,2,1899-12-30 15:20:00,RETIRO,160000,CLAUDIA
2024-02-13 00:00:00,1,1899-12-30 13:20:00,retiro,140000,claudia
2024-02-13 00:00:00,2,1899-12-30 16:00:00,FLETE ,5000,CLAUDIA
2024-02-14 00:00:00,1,1899-12-30 15:50:00,FLETE,5000,CLAUDIA
2024-02-14 00:00:00,2,1899-12-30 18:30:00,RETIRO,120000,CLAUDIA
2024-02-15 00:00:00,1,1899-12-30 14:00:00,FLETE,5000,CLAUDIA
2024-02-15 00:00:00,2,1899-12-30 15:00:00,RETIRO,140000,CLAUDIA
2024-02-15 00:00:00,3,1899-12-30 17:50:00,RETIRO,60000,JULIA
2024-02-16 00:00:00,1,1899-12-30 14:00:00,flete,5000,claudia
2024-02-16 00:00:00,2,1899-12-30 14:10:00,retiro,130000,claudia
2024-02-16 00:00:00,3,1899-12-30 18:00:00,RETIRO,20000,CLAUDIA
2024-02-17 00:00:00,1,1899-12-30 12:20:00,retiro,180000,julia
2024-02-17 00:00:00,2,1899-12-30 16:30:00,RETIRO,120000,CLAUDIA
2024-02-17 00:00:00,3,1899-12-30 17:50:00,RETIRO,40000,CLAUDIA
2024-02-25 00:00:00,1,1899-12-30 17:59:00,retiro,80000,Julia
2024-02-26 00:00:00,1,1899-12-30 18:47:00,RETIRO,330000,JULIA
2024-02-27 00:00:00,1,1899-12-30 15:45:00,retiro,330000,claudia
2024-02-27 00:00:00,2,1899-12-30 18:50:00,RETIRO,200000,CLAUDIA
2024-02-28 00:00:00,1,1899-12-30 01:58:00,RETIRO,200000,CLAUDIA
2024-02-28 00:00:00,2,1899-12-30 02:09:00,RETIRO,30000,JULIA
2024-02-28 00:00:00,3,1899-12-30 07:47:00,RETIRO,30000,JULIA
2024-02-28 00:00:00,4,1899-12-30 19:00:00,RETIRO,240000,CLAUDIA
2024-02-29 00:00:00,1,1899-12-30 02:37:00,flete ,20000,claudia
2024-02-29 00:00:00,2,1899-12-30 02:40:00,retiro,100000,julia
2024-02-29 00:00:00,3,1899-12-30 08:14:00,retiro,200000,julia
2024-03-01 00:00:00,1,1899-12-30 11:12:00,retiro,20000,julia
2024-03-01 00:00:00,2,1899-12-30 07:48:00,retiro,330000,claudia
2024-03-02 00:00:00,1,1899-12-30 05:19:00,retiro,470000,julia
2024-03-02 00:00:00,2,1899-12-30 05:38:00,retiro,70000,julia
2024-02-10 00:00:00,1,1899-12-30 16:30:00,retiro,30000,
2024-02-19 00:00:00,1,1899-12-30 14:50:00,RETIRO,160000,CLAUDIA
2024-02-19 00:00:00,2,1899-12-30 19:00:00,RETIRO,340000,CLAUDIA
2024-02-19 00:00:00,3,1899-12-30 19:00:00,RETIRO,190000,CLAUDIA
2024-02-19 00:00:00,4,1899-12-30 19:00:00,RETIRO,100000,JULIA
2024-02-20 00:00:00,1,1899-12-30 14:40:00,RETIRO,160000,CLAUDIA
2024-02-20 00:00:00,2,1899-12-30 15:25:00,RETIRO,80000,CLAUDIA
2024-02-20 00:00:00,3,1899-12-30 17:50:00,RETIRO,260000,CLAUDIA
2024-02-21 00:00:00,1,1899-12-30 15:20:00,RETIRO,100000,CLAUDIA
2024-02-21 00:00:00,2,1899-12-30 16:22:00,RETIRO,80000,CLAUDIA
2024-02-22 00:00:00,1,1899-12-30 12:00:00,RETIRO,120000,CLAUDIA
2024-02-22 00:00:00,2,1899-12-30 19:00:00,RETIRO,230000,CLAUDIA
2024-02-23 00:00:00,1,1899-12-30 17:05:00,RETIRO,240000,CLAUDIA
2024-02-23 00:00:00,2,1899-12-30 07:07:00,FLETE,5000,CLAUDIA
2024-02-24 00:00:00,1,1899-12-30 14:00:00,retiro,180000,
2024-03-03 00:00:00,1,1899-12-30 16:52:00,RETIRO,120000,lAURA
2024-03-03 00:00:00,2,1899-12-30 18:22:00,RETIRO,100000,JULIA
2024-03-03 00:00:00,3,1899-12-30 06:49:00,rETIRO,40000,JULIA
2024-03-04 00:00:00,1,1899-12-30 12:05:00,retiro,130000,julia
2024-03-04 00:00:00,2,1899-12-30 02:21:00,retiro,240000,julia
2024-03-04 00:00:00,3,1899-12-30 06:38:00,RETIRO,220000,JULIA
2024-03-04 00:00:00,4,1899-12-30 07:39:00,RETIRO,100000,JULIA
2024-03-04 00:00:00,5,1899-12-30 08:22:00,RETIRO,70000,CLAUDIA
2024-03-05 00:00:00,1,1899-12-30 02:43:00,RETIRO,150000,JULIA
2024-03-05 00:00:00,2,1899-12-30 07:03:00,RETIRO,170000,CLAUDIA
2024-03-07 00:00:00,1,1899-12-30 02:16:00,FLETE,5000,CLAUDIA
2024-03-07 00:00:00,2,1899-12-30 06:45:00,RETIRO,180000,CLAUDIA
2024-03-09 00:00:00,1,1899-12-30 01:55:00,retiro,80000,julia
2024-03-11 00:00:00,1,1899-12-30 02:13:00,flete,15000,claudia
2024-03-11 00:00:00,2,1899-12-30 04:10:00,retiro,50000,julia
2024-03-12 00:00:00,1,1899-12-30 12:15:00,RETIRO,30000,JULIA
2024-03-12 00:00:00,2,1899-12-30 02:27:00,FLETE,5000,CLAUDIA
2024-03-12 00:00:00,3,1899-12-30 06:15:00,RETIRO,120000,CLAUDIA
2024-03-13 00:00:00,1,1899-12-30 06:52:00,RETIRO,60000,CLAUDIA
2024-03-14 00:00:00,1,1899-12-30 07:10:00,RETIRO,130000,CLAUDIA
2024-03-14 00:00:00,2,1899-12-30 07:11:00,FLETE,20000,CLAUDIA
2024-03-15 00:00:00,1,1899-12-30 12:21:00,retiro,60000,julia
2024-03-15 00:00:00,2,1899-12-30 06:43:00,RETIRO,70000,CLAUDIA
2024-03-18 00:00:00,1,1899-12-30 02:43:00,retiro ,40000,claudia
2024-03-18 00:00:00,2,1899-12-30 02:46:00,flete,15000,claudia
2024-03-18 00:00:00,3,1899-12-30 07:35:00,retiro,20000,julia
2024-03-19 00:00:00,1,1899-12-30 05:26:00,RETIRO,100000,CLAUDIA
2024-03-20 00:00:00,1,1899-12-30 02:41:00,FLETE,5000,CLAUDIA
2024-03-20 00:00:00,2,1899-12-30 06:06:00,RETIRO,100000,CLAUDIA
2024-03-22 00:00:00,1,1899-12-30 11:06:00,votar pasto ,2000,claudia
2024-03-25 00:00:00,1,1899-12-30 04:06:00,RETIRO,60000,CLAUDIA
2024-03-25 00:00:00,2,1899-12-30 06:09:00,RETIRO ,120000,CLAUDIA
2024-03-26 00:00:00,1,1899-12-30 03:48:00,flete,5000,claudia
2024-03-26 00:00:00,2,1899-12-30 05:59:00,retiro,40000,claudia
2024-04-01 00:00:00,1,1899-12-30 02:44:00,retiro,50000,claudia
2024-04-02 00:00:00,1,1899-12-30 06:03:00,RETIRO,70000,CLAUDIA
2024-04-03 00:00:00,1,1899-12-30 03:05:00,retiro,70000,claudia
2024-04-04 00:00:00,1,1899-12-30 06:09:00,RETIRO,60000,CLAUDIA
2024-04-08 00:00:00,1,1899-12-30 01:34:00,FLETE,5000,CLAUDIA
2024-04-08 00:00:00,2,1899-12-30 01:37:00,RETIRO,60000,CLAUDIA
2024-04-09 00:00:00,1,1899-12-30 05:15:00,retiro,100000,claudia
2024-04-11 00:00:00,1,1899-12-30 06:15:00,retiro,30000,claudia
2024-04-15 00:00:00,1,1899-12-30 02:18:00,RETIRO,60000,CLAUDIA
2024-04-15 00:00:00,2,1899-12-30 06:32:00,RETIRO,40000,CLAUDIA
2024-04-16 00:00:00,1,1899-12-30 05:55:00,RETIRO,60000,CLAUDIA
2024-04-18 00:00:00,1,1899-12-30 06:10:00,FLETE,5000,CLAUDIA
2024-04-19 00:00:00,1,1899-12-30 02:55:00,FLETE,5000,CLAUDIA
2024-04-22 00:00:00,1,1899-12-30 01:06:00,retiro,40000,julia
2024-04-22 00:00:00,2,1899-12-30 06:16:00,retiro,30000,claudia
2024-04-24 00:00:00,1,1899-12-30 02:51:00,RETIRO,40000,CLAUDIA
2024-04-25 00:00:00,1,1899-12-30 05:55:00,flete,5000,claudia
2024-04-30 00:00:00,1,1899-12-30 12:23:00,libreria movil,2000,claudia
2024-05-03 00:00:00,1,1899-12-30 04:59:00,retiro,40000,claudia
2024-05-06 00:00:00,1,1899-12-30 02:41:00,FLETE,5000,CLAUDIA
2024-05-06 00:00:00,2,1899-12-30 06:27:00,RETIRO,60000,CLAUDIA
2024-05-07 00:00:00,1,1899-12-30 03:23:00,flete,10000,claudia
2024-05-09 00:00:00,1,1899-12-30 01:15:00,retiro,180000,claudia
2024-05-14 00:00:00,1,1899-12-30 03:45:00,RETIRO,90000,CLAUDIA
2024-05-14 00:00:00,2,1899-12-30 06:00:00,RETIRO,40000,CLAUDIA
2024-05-15 00:00:00,1,1899-12-30 04:50:00,RETIRO,30000,CLAUDIA
2024-05-17 00:00:00,1,1899-12-30 03:09:00,flete,5000,claudia
2024-05-30 00:00:00,1,1899-12-30 06:03:00,retiro,50000,claudia
2024-06-03 00:00:00,1,1899-12-30 02:15:00,FLETE,5000,CLUDIA
2024-06-05 00:00:00,1,1899-12-30 06:09:00,retiro ,60000,claudia
2024-06-12 00:00:00,1,1899-12-30 01:49:00,RETIRO,20000,CLAUDIA
2024-07-10 00:00:00,1,1899-12-30 01:42:00,retiro,20000,clauduia
2024-07-31 00:00:00,1,1899-12-30 01:44:00,retiro,70000,claudia
2024-08-06 00:00:00,1,1899-12-30 01:52:00,flete,5000,claudia
2024-08-08 00:00:00,1,1899-12-30 12:49:00,flete,5000,claudia
2024-08-09 00:00:00,1,1899-12-30 05:47:00,retiro,60000,julia
2024-08-14 00:00:00,1,1899-12-30 01:22:00,retiro,40000,julia
2024-08-20 00:00:00,1,1899-12-30 01:21:00,retiro,100000,claudia
2024-08-21 00:00:00,1,1899-12-30 02:07:00,retiro,20000,claudia
2024-08-29 00:00:00,1,1899-12-30 01:25:00,flete,5000,claudia
2024-09-02 00:00:00,1,1899-12-30 05:38:00,retiro,40000,claudia
2024-09-05 00:00:00,1,1899-12-30 01:42:00,retiro,30000,claudia
2024-09-09 00:00:00,1,1899-12-30 11:53:00,retiro,60000,claudia
2024-09-12 00:00:00,1,1899-12-30 10:51:00,retiro,50000,claudia
2024-09-25 00:00:00,1,1899-12-30 15:43:00,retiro,70000,claudia
2024-10-01 00:00:00,1,1899-12-30 02:21:00,flete ,5000,claudia
2024-10-02 00:00:00,1,1899-12-30 05:53:00,retiro,70000,claudia
2024-10-09 00:00:00,1,1899-12-30 11:23:00,retiro,20000,claudia
2024-10-10 00:00:00,1,1899-12-30 02:00:00,flete,10000,claudia
2024-10-15 00:00:00,1,1899-12-30 10:58:00,retiro,90000,claudia
2024-10-17 00:00:00,1,1899-12-30 05:36:00,retiro,20000,claudia
2024-10-22 00:00:00,1,1899-12-30 11:22:00,retiro,80000,claudia
2024-10-24 00:00:00,1,1899-12-30 12:31:00,retiro  ,40000,claudia
2024-10-24 00:00:00,2,1899-12-30 01:09:00,jardinero,15000,claudia
2024-10-24 00:00:00,3,1899-12-30 02:15:00,basura ,2000,claudia
2024-10-30 00:00:00,1,1899-12-30 01:06:00,flete,6000,claudia
2024-11-04 00:00:00,1,1899-12-30 12:26:00,flete,6000,claudia
2024-11-08 00:00:00,1,1899-12-30 17:00:00,retiro,50000,
2024-11-12 00:00:00,1,1899-12-30 01:33:00,flete,18000,claudia
2024-11-14 00:00:00,1,1899-12-30 12:58:00,flete,6000,claudia
2024-11-25 00:00:00,1,1899-12-30 05:23:00,retiro,20000,claudia
2024-11-28 00:00:00,1,1899-12-30 12:47:00,flete ,6000,claudia
2024-12-06 00:00:00,1,1899-12-30 03:49:00,RETIRO,60000,CLAUDIA
2024-12-01 00:00:00,1,1899-12-30 11:00:00,retiro,40000,julia
2024-12-12 00:00:00,1,1899-12-30 11:00:00,retiro,50000,julia
2025-01-13 00:00:00,1,1899-12-30 05:05:00,RETIRO,60000,CLAUDIA
2025-01-16 00:00:00,1,1899-12-30 01:52:00,flete,6000,claudia
2025-01-17 00:00:00,1,1899-12-30 02:20:00,FLETE ,6000,CLAUDIA
2025-01-20 00:00:00,1,1899-12-30 02:16:00,flete ,6000,claudia
2025-01-22 00:00:00,1,1899-12-30 06:08:00,retiro,40000,claudia
2025-01-23 00:00:00,1,1899-12-30 02:18:00,RETIRO,60000,CLAUDIA
2025-01-24 00:00:00,1,1899-12-30 05:29:00,retiro,110000,claudia
2025-01-28 00:00:00,1,1899-12-30 01:42:00,flete,6000,claudia
2025-01-28 00:00:00,2,1899-12-30 07:03:00,aporte,-15000,julia
2025-01-29 00:00:00,1,1899-12-30 02:59:00,retiro,100000,claudia
2025-01-31 00:00:00,1,1899-12-30 19:00:00,RETIRO,20000,JULIA
2025-02-03 00:00:00,1,1899-12-30 19:00:00,RETIRO,30000,
2025-02-04 00:00:00,1,1899-12-30 18:00:00,RETIRO,100000,JULIA
2025-02-04 00:00:00,2,1899-12-30 19:30:00,retiro,40000,julia
2025-02-05 00:00:00,1,1899-12-30 03:08:00,retiro,20000,claudia
2025-02-05 00:00:00,2,1899-12-30 05:35:00,RETIRO,40000,CLAUDIA
2025-02-06 00:00:00,1,1899-12-30 17:00:00,retiro,40000,julia
2025-02-07 00:00:00,1,1899-12-30 05:25:00,retiro,110000,claudia
2025-02-10 00:00:00,1,1899-12-30 05:33:00,RETIRO,110000,CLAUDIA
2025-02-10 00:00:00,2,1899-12-30 18:30:00,RETIRO,60000,JULIA
2025-02-11 00:00:00,1,1899-12-30 12:11:00,RETIRO ,80000,CLAUDIA
2025-02-11 00:00:00,2,1899-12-30 02:56:00,RETIRO,50000,CLAUDIA
2025-02-11 00:00:00,3,1899-12-30 05:25:00,retiro,150000,claudia
2025-02-11 00:00:00,4,1899-12-30 07:08:00,aporte,-1880,julia
2025-02-13 00:00:00,1,1899-12-30 12:04:00,retiro,50000,claudia
2025-02-13 00:00:00,2,1899-12-30 17:30:00,RETIRO,60000,JULIA
2025-02-14 00:00:00,1,1899-12-30 06:40:00,retiro,60000,claudia
2025-02-15 00:00:00,1,1899-12-30 12:11:00,RETIRO,80000,JULIE
2025-02-15 00:00:00,2,1899-12-30 14:40:00,APORTE,-40,MYRIAM
2025-02-17 00:00:00,1,1899-12-30 01:13:00,flete,6000,claudia
2025-02-18 00:00:00,1,1899-12-30 12:30:00,compra libreria,16500,julia
2025-02-18 00:00:00,2,1899-12-30 05:09:00,RETIRO,50000,CLAUDIA
2025-02-19 00:00:00,1,1899-12-30 07:30:00,retiro,20000,claudia
2025-02-20 00:00:00,1,1899-12-30 04:07:00,RETIRO,120000,CLAUDIA
2025-02-20 00:00:00,2,1899-12-30 05:38:00,RETIRO,50000,CLAUDIA
2025-02-21 00:00:00,1,1899-12-30 04:58:00,RETIRO,20000,CLAUDIA
2025-02-22 00:00:00,1,1899-12-30 04:22:00,RETIRO,5000,CLAUDIA
2025-02-22 00:00:00,2,1899-12-30 04:23:00,RETIRO ,60000,CLAUDIA
2025-02-24 00:00:00,1,1899-12-30 12:49:00,retiro,210000,claudia
2025-02-24 00:00:00,2,1899-12-30 05:10:00,retiro,50000,claudia
2025-02-24 00:00:00,3,1899-12-30 06:11:00,retiro,100000,claudia
2025-02-24 00:00:00,4,1899-12-30 07:34:00,retiro,20000,claudia
2025-02-25 00:00:00,1,1899-12-30 10:22:00,retiro,140000,juli
2025-02-25 00:00:00,2,1899-12-30 10:22:00,retiro,120000,july
2025-02-25 00:00:00,3,1899-12-30 19:00:00,aporte,-1950,juli
2025-02-26 00:00:00,1,1899-12-30 02:09:00,retiro,90000,claudia
2025-02-27 00:00:00,1,1899-12-30 05:21:00,retiro,100000,claudia
2025-02-28 00:00:00,1,1899-12-30 15:30:00,retiro,280000,julia
2025-02-28 00:00:00,2,1899-12-30 07:26:00,retiro,60000,claudia
2025-03-01 00:00:00,1,1899-12-30 01:35:00,retiro,60000,claudia
2025-03-01 00:00:00,2,1899-12-30 15:00:00,RETIRO,20000,JULI
2025-03-01 00:00:00,3,1899-12-30 06:00:00,RETIRO,20000,JULI
2025-03-02 00:00:00,1,1899-12-30 17:30:00,retiro,50000,julia
2025-03-03 00:00:00,1,1899-12-30 12:00:00,retiro,80000,julia
2025-03-03 00:00:00,2,1899-12-30 14:30:00,retiro,80000,juli
2025-03-03 00:00:00,3,1899-12-30 15:15:00,retiro,100000,juli
2025-03-03 00:00:00,4,1899-12-30 19:30:00,retiro,40000,juli
2025-03-04 00:00:00,1,1899-12-30 01:18:00,RETIRO,6000,CLAUDIA
2025-03-04 00:00:00,2,1899-12-30 14:48:00,RETIRO,350000,CLAUDIA
2025-03-04 00:00:00,3,1899-12-30 18:30:00,RETIRO,180000,JULI
2025-03-05 00:00:00,1,1899-12-30 16:00:00,retiro,80000,juli
2025-03-06 00:00:00,1,1899-12-30 06:21:00,RETIRO ,60000,CLAUDIA
2025-03-07 00:00:00,1,1899-12-30 02:08:00,flete ,6000,claudia
2025-03-07 00:00:00,2,1899-12-30 07:14:00,RETIRO,50000,CLAUDIA
2025-03-10 00:00:00,1,1899-12-30 06:58:00,retiro,130000,claudia
2025-03-11 00:00:00,1,1899-12-30 01:50:00,RETIRO,110000,CLAUDIA
2025-03-11 00:00:00,2,1899-12-30 07:03:00,RETIRO ,40000,CLAUDIA
2025-03-12 00:00:00,1,1899-12-30 06:01:00,RETIRO,40000,CLAUDIA
2025-03-13 00:00:00,1,1899-12-30 05:51:00,flete,6000,claudia
2025-03-13 00:00:00,2,1899-12-30 06:11:00,retiro ,50000,claudia
2025-03-17 00:00:00,1,1899-12-30 07:18:00,retiro,30000,claudia
2025-03-18 00:00:00,1,1899-12-30 06:52:00,retiro ,50000,claudia
2025-03-19 00:00:00,1,1899-12-30 03:32:00,FLETE ,6000,CLAUDIA
2025-03-19 00:00:00,2,1899-12-30 06:44:00,RETIRO,20000,CLAUDIA
2025-03-24 00:00:00,1,1899-12-30 02:05:00,flete,6000,claudia
2025-03-25 00:00:00,1,1899-12-30 06:22:00,RETIRO,70000,CLAUDIA
2025-03-26 00:00:00,1,1899-12-30 12:54:00,flete,2000,claudia
2025-03-27 00:00:00,1,1899-12-30 05:54:00,retiro,80000,claudia
2025-03-21 00:00:00,1,1899-12-30 05:59:00,retiro,20000,claudia
2025-04-02 00:00:00,1,1899-12-30 03:14:00,retiro,35000,claudia
2025-04-07 00:00:00,1,1899-12-30 18:00:00,retiro,40000,juli
2025-04-14 00:00:00,1,1899-12-30 12:39:00,flete ,6000,claudia
2025-04-15 00:00:00,1,1899-12-30 01:11:00,flete,6000,claudia
2025-04-15 00:00:00,2,1899-12-30 05:18:00,retiro,50000,claudia 
2025-04-21 00:00:00,1,1899-12-30 12:00:00,libreria,2500,claudia
2025-04-21 00:00:00,2,1899-12-30 02:05:00,COMPRA ,2500,CLAUDIA
2025-04-23 00:00:00,1,1899-12-30 02:22:00,limpiar vereda,4000,claudia
2025-04-30 00:00:00,1,1899-12-30 02:40:00,retiro,90000,claudia
2025-05-05 00:00:00,1,1899-12-30 04:10:00,agua,2500,claudia
2025-05-06 00:00:00,1,1899-12-30 05:22:00,retiro,20000,claudia
2025-05-12 00:00:00,1,1899-12-30 04:14:00,RETIRO,50000,CLAUDIA
2025-05-15 00:00:00,1,1899-12-30 05:28:00,retiro ,40000,claudia
2025-05-15 00:00:00,2,1899-12-30 06:09:00,retiro,20000,claudia
2025-05-16 00:00:00,1,1899-12-30 01:59:00,retiro,30000,claudia
2025-05-16 00:00:00,2,1899-12-30 05:20:00,enrique,5000,claudia
2025-05-27 00:00:00,1,1899-12-30 12:30:00,retiro,50000,claudia
2025-06-06 00:00:00,1,1899-12-30 04:59:00,RETIRO,20000,CLAUDIA
